text,"label (1=hate, 0=normal)"
"dunya main croron lun hain, agar tera cut bhi gaya to khair hai",1
akhrar lora kal se ghaib hai nazar nahi aaya,1
na main tujhe janta hun aur na teray peyo kanjar ko janta hun,1
ice-cream khani hai to pehley mujhey blowjob deni parey gi,1
walid sahab aaj zinda hotey to wo bhi tery jesy chutye ko ghar main na aany dety,1
jaldi bta bharway kitni der tak phunch raha hai,1
main to sandal khatak ki thumkay marti bund ka aashiq hun,1
meray bhai tu khassi ho chuka hai,1
aaj bhi nigahein us shakhs ko dhondti hein jo kehta tha matric k baad zindgi asaan hai bc,1
tera baap to mjhey tera hamsaya lagta hai,1
big boss sirf wailay chootye log hi dekhtay hain,1
mera chootya to meri bivi ne hi kaat dia kisi aur ko kia dosh dun,1
mujhay ghum sirf is baat ka hai k jis ne mujhe dhoka dia usay main apna bhai samajhta tha mc,1
apni londeya aaj meray sath sula de chacha,1
teri behnen to kehti hain k jisam faroshi ki tamanna ab hamarey dil main hai,1
chal dafa ho yahan se mc,1
madarzaat shakal masoom hai lekin ander se hai kameena,1
tu ye kuttkhana na b krta to hum ne chalay hi jana tha,1
hitler se bara madarchod tareekh mai nai guzra,1
tujhe dosray ki qurbani hi nazar nahi aati bhencho,1
anni yahoodan ka bacha yahan se guzarney hi nai deta,1
meri kam wali meri jooti chori ker k le gai hai kanjri,1
kutia jb meri baat hi nai manni to mery sath reh bhi na dafa ho yahan se!,1
meri ex mashooq aur kutia,1
mehngai ne ghareeb aadmi ki gaand mai danda dia hua hai,1
bhencho ab to safai kerny wala choora bhi aankhen dikhata hai kam keh do to,1
itna hi sex ka bhooka hai to apni behen se kr le chusser,1
ja gaand marani k chala ja idhar se,1
5 saal australia main reh kr to tu firangi lund bun gya hai,1
ajeeb chutyon wali zindagi guzaar rha hun main aaj kal,1
mujhey apney habshi honey per koi sharmindgi nahi,0
azadi ka maheena shuru ho gaya hai,0
aaj fees jama kraney ka aakhri din hai,0
azeem aaj tabiyat kharab hoty huay bhi office aaya hua tha,0
pakistan mai aaj tak islami nizam nafiz hi nai ho saka,0
bohut hi mazy ki raat thi aur mera partner bhi mery jashan main mery sath tha,0
main is ghurbat ki zindagi se tung aa chuki hun,0
azadi ki sahi qeemat kashmir walon se pucho,0
kashmiryon ka dil pakistan k sath dharakta hai,0
amreeka mei halaat behter honay ki wajah wahan ke logon ka vaccine ki ehmiyat ko samajhna hai,0
raees ke ghar mei parday ko ehmiyat nahi di jati,0
teri laparwahi ka hi neteejah hai k aaj tery ghar mein bachon ko baat kernay ka saleeqa nahi aata,0
hindu muslim bhai bhai nahi to achy hamsaye ban ker to reh saktay hein,0
main aaj jo kuch bhi hun apney parents ki wajah se hun,0
mera koi acha dost nahi lekin achy dushman bohut hain,0
afsos ka maqam hai ke aaj hum pasti ka shikar hain,0
kal tak hakumat jin ko bura bhala kehti thi aaj unhi k sath mil gayi hai,0
ghurbat se tung aa ker mazdur nehar mei kood gaya,0
umer ne bahut shandaar ghar tameer karwaya hai,0
england ab europe ka hissa nahi raha,0
aaj b ager tu ne meri baat na mani to main aainda tery ghar nahi aaon ga,0
akmal k paisy waqt per wapis na kernay per main aaj bhi sharminda hun,0
tu jo marzi ker le lekin teri shadi ab aneesa se nahi ho sakti,0
aisay dost rakhty hi nai jo waqt ki pabandi kr lein,0
kashmirion ki khushi dekh ker dil bagh bagh ho jata hai,0
trump chahey to aaj hi afghanistan mein aman qaim ho jaye,0
lazeez khanay ne eid ka maza double ker dia hai,0
kashmir mai 90 lakh bharti foji duty kertay hain,0
kashmir ka fesla wo hona chaheay jo kashmiri sahi samajhtay hain,0
shoaib akhtar ki tez bowling aaj bhi yad hai mujhe,0
waqt ko sahi tarah se use karo tab hi kamyabi hasil kar sako gay,0
kasmir mei jo nayi hakumat bani hai us se umeed hai k wo kashmir ki tarakki ke liay kam karey gi,0
naya pakistan to puncture ho geya hai bhai,0
bharti musalmano ko apney haqooq ki jung jari rakhni chahye,0
haseeb ki taraf jany ka plan tha lekin koi bhi waqt per nai aaya,0
italy main lockdown khultay hi corona cases mai dobara izafah ho raha hai,0
ikram ko germany jatay hi job mil gai ha,0
vikram aur main ne mil ker neya business start ker dia hai,0
paisy walay ki nahi achy ikhlaq walay ki log qadar kartey hein,0
khuda ke btaye huay rastay per chaltay raho to kamyabi hasil ho hi jati hai,0
yar jeeta hua match warner ki ghalti ki wajah se haar gaye hein,0
tez aandhi ne kachi abaadi mei kafi nuqsan kia ha,0
corona test positive aaney waley ko 14 din ke leay tanhai mei rehna perta hai,0
10 saal se america mei reh raha hun lekin aaj bhi dil bharat ke leye hi dharakta hei,0
jeet aur haar donon ko tasleem kernay wala jazba hona chahye,0
match jeetnay ke baad hazaron nojawan sarkoun per nikal aye aur bhangray dalnay lagey,0
australia ki jeet se zeyada india ki haar ki khushi hai mujhy,0
mareezon se bhara para hai aaj doctor ka clinic,0
shor sharabey ki wajah se main na to apna kam waqt per khatam ker saka aur na hi so saka,0
main to johnny ki taraf ja raha hun jis ne jana hai aa jaye,0
wehshi darindon ne 10 saal ki bachi ko rape ker k qatal ker dia aur laash naaly mai phenk di,1
meri behen k susral walon ne us per zulm ker ker k uski jan le li,1
bachi ko aghwa k baad qatal ker dia gya,1
amreeki hijron ko afghanistan mai zalalat hi uthani pari hai,1
taliban ne amreeki kutto ki maa chod k rakhi hui hai 20 saalon se,1
pakistani foj k hath lakhon bangalion k khoon se rangay huay hain,1
pak fouj aaj bhi pashtoonon pe shadeed zulm dhaa rahi hai,1
aligarh ka naam musalmanon se shadeed nafrat ki wajah se tabdeel kia geya hai,1
RSS ka bus chalay to aaj hi hindustan se musalmaanon ko zinda jala dein,1
gujrat ke fasaad mai muslamano ko bedardi se qatal kia gya tha aur unhen zinda jalaya gya tha,1
pakistan mai ghair muslim aaj bhi bunyadi haqooq ko taras rhy hein,1
iqbal park main larki ko hujoom ne shadid haraasan kiya,1
malala ne larkion ki taleem ki liye avaaz uthai to usey goli maar di gai,1
zair e hirasat mulzimon per police tashaddud ke waqyat barhty ja rahy hen,1
muzahireen ne police station ko aag laga aur aur 5 police waly zinda jal ker mar gaye,1
agar mjhe pata hota k tu shia hai to main tery se kabi dosti na karta,1
shiay apni majlis ke akhir main wahan mojood aurton ke sath zina kerty hein,1
burma mai muslamanon ko doosray darjay ka shehri samjha jata hai,1
aaj bhi asia se koi america jaye to usey nasli imteyaz ka samna krna purta hai,1
george floyd ka bereham qatal is baat ka sabut hai ke seyah faam logon ko buray salook ka samna karna parta hai,1
azadi ke din iqbal park ttiktok waly khusron se bhara para hai,1
tiktoker ko to dekhtay hi goli maar deni chahiey,1
afghani aaj bhi ghulami ki zindagi guzarney per majboor haen,1
afghanistan mai logon se unke jaiz haqooq bhi cheen liye gaye hein,1
agar mery hath main france ki hakoomat aa jaye to main sari masjiden band kerwa dun,1
sahiwal mai shadi k liye razi na hony per larki ne mehboob ka gala kaat dia,1
namaloom log larki ke sath ijtemai zeyadti ker ke bhag gaye,1
pakistani hotay hi harami hein,1
mandir mein pandit ke hathon rape ka shikar hui khatoon ki complain bhi darj nai ki ja rahi,1
paisy mangny per zameendar ne ghareeb mazdoor ko kutton k aagey phenk dia,1
property ke jhagrey mai bety ne baap ko qatal ker dya,1
baap apni hi choti beti k sath ghalt harkat krty huay pakra geya,1
china jald hi pakistan per taqat ke zor se qabza kerny wala hai,1
afghanistan mei mojood amreekiyon ko kutta bana ke qaid ker dena chahiey,1
seyah faam amreekion ko apny rung ki wajah se nokri hasil kernay mai dushwari ka samna kerna parta hai,1
mery se door reh achoot hindu,1
ajeeb bakrichod qom hai afghanio ki,1
rahim yar khan mein mandir ko aag laga di gai,1
mandir mein rakhey buut bhi tor diye gaye,1
canda mei islam mukhalif logon ki tadaad tezi se barh rahi hai,1
denmark mei quran jala dia geya aur kisi ne rokney ki koshish bhi nai ki,1
france mai muslamano per mazeed pabandyan laga di gai hein,1
amreeka ne muslim mumalik se aaney walon per pabandi laga di hai,1
kaalay amreeki police ki jabri karwaiyon mai akser maray jatey hein,1
meri darhi ki wajah se mujhay america ka visa nahi diya geya,1
doctors ki ghaflat ki wajah se preganant kahtoon zindagi ki bazi haar gai,1
isreali mazalim ki wajah se falasteeni bachay mazoori ka shikar ho rahey hein,1
ghussay mein aa ker shohar ne biwi ki naak kaat di,1
mumbai main sab se zeyada ghareelu tashaddud kiya jata hai,1
gaon mein ghareeb kisan k bachay ko zinda dafan ker dea gea,1
police jism faroshi ka dhanda kernay walon ko kuch nahi kehti,1
taliban jesay gaandu dunya bhar main nahi miltay,1
har ashura per wahabiyon ki gaand jalti hai,1
shikayat darj kranay gai larki k sath police walon ne hi ziyadti kr di,1
maatmi jaloos mai rush ki wajah se aubash larka khawateen ki chaatiyon per hath pherta raha,1
hazara main shanakhti card dekh kr logon ko qatal kr diya jata hai,1
france ma aaj bhi english bolnay walon ko bura samjha jata hai,1
"pathan to kisi ko bhi nai chortay, larkon ki bhi bund maar detay hain",1
police ke danday khanay se 2 nabeena afraad behosh ho gaye,1
parents se larai ke baad anil ne unko ghar se nikal deya,1
iqrar kutta hamesha pakistan ki ghalt tasveer dunya ke samney pesh karta hai,1
is merasi ko bhi giraftaar karo jaldi,1
sirf sasti shohrat k liay isne pakistan aur mard hazraat ka naam badnaam kia hai,1
chutiye ho tum donon londay,1
lanat beshumar tumhari beheyai per,1
pakistani mard hazraat ko sab feminists gaalian de rahi hain,1
afsos! pakistan ke beton ne mayoos kiya,0
yasir nawan se direction dhor di hai,0
puri dunya mai pakistan k males ke khilaf nafrat phail rahi hai,0
pakistan mei lakhon afghan panah hasil kiye huay hein,0
aaj hum sab musalmaan ikathay ho jayen to koi baatil hamara kuch nahi bigaar sakta,0
punjab ne tax ikatha karnay mai sindh ko peechay chor diya hai,0
bohut ho gya ab tanqeid per khamosh nai rehna,0
aaj mujhay bht saray gifts miley hein,0
bacha shararti ho lekin battameez nai ho,0
mein to 10 din se beemar hun aur ghar se bahir nahi nikla,0
mujhay to pehlay hi shuk tha k tum parh nahi rahy aur games khel rahy ho,0
main aaj itna khush hun jesey meri lottery nikal aye ho,0
bari mushkil se ye time guzara hai yar,0
teri bohut ehmeyat hai meri zindgi main jani,0
khuda ki sab se pyari rehmat beti hoti hai,0
Allah naseeb walon ko betiyan deta hai,0
Allah pak slamat rakhy dono ko,0
salgirah mubarik ho bhai tum jeo hazaro saal,0
aaj ke insan ko khuda ki shadeed zrurat hai,0
agar insan khuda ki taleemat na maan to wo shaid eik badtareen makhlooq ban jaye ga,0
hum azaan sun ker namaz parhnay nai jatay aur paisy mein falah dhondtey hein,0
aaj ke waqt ma khuda sirf kamzoron ko yaad hai,0
insanieyat ki khidmat karnay ka koi moqa kho dena sab se bari mehroomi hai,0
Kya bakwas tweet kiya kamzarf insaan,1
allah har aurat ki hifazat farmaye,0
ye afsosnaak bat hai mgr sachai yehi hai,0
twitter per akser logon ke dalail sun ker insan sochnay lagta hai ke ye mazhab ke haq mein dalail de rhy hein ya dalail ke haq mein mazhab pesh ker rahey hein,0
hum sirf us bat ko haq samajhtey hein jo hamarey haq mein haq ho,0
ager islam ka naam leva musalman koi ghalt harkat karta hai to is mein qasur islam ka nahi balke us shakhs ka hai,0
hamara deen to kamzor ki dhaal hai,0
ye log apney dalael k liay mazhab ka sahara letay hein,0
shaid hum sab ne apney matlub ka mazhab apna rakha hai,0
bohut behtreen bat kahi aur behtreen tweet hai ye,0
yahan waqt ki kami haia ur tum apni kahanian daal k beth gai ho,0
asal cheez acha insan banna honi chahey,0
aein sb ijtamae dua krty hein in k liya,0
abhi tk lagend ny apko block kiya k nhn?,0
bahut shukria hum se itni door milnay aaney ke liey,0
aap log us tabqey se taaluq rakhtay ho jahan beviyan exchange ki jati hein,1
Mai aur mere dost ghar ki chat par business plan bana rahey hain,0
hamara naara andheron ko ujaalon main badalna hai,0
nazar tez hona achi bat hai lekin itni achi bhi nai honi chahiye k samney bethi aurat apna dupatta thek kernay per majbur ho jaye,0
Ghalat ko ghalat or sahi ko sahi kahny wala hi kamyabi hasil karta hai,0
jo log khud dosron ki izzat karna bhool gaye hain wo dosron se kia umeed rakhtey hein,0
hamein afghanistan mai aurton ki bari fiker hai lekin apney haal per nazar nahi hai,0
yeh hai pakistan ki khawateen ka asal chehra,0
lanat us khabees pe jis ne mobile ijaad kiya,1
kia gutter bun gaya hai twitter,1
barish ki wajah se abhi tak match shuru nahi hua hai,0
taleem ke shobay mai hum ne apna hadaf hasil kar lea hai,0
raye denay ki azadi ka ye matlab nahi ke aap jhooti khabrein detay rahein,0
waqt ki zaroorat ye hai ke parhay likhay log media mai ayen aur iski saakh ko behter bnaen,0
us ka moun per wiper maar k moun saaf kerna tha tak taakay kuch ghalazat kum ho andar,1
twitter se guzar rha tha socha sister ko hello hi krta chalun,0
har dosri aurat meesha shafi bani hui hai aur mard hazraat per ilzam laga rahi hai,1
agar aap safe mehsoos nahi ker rahey to aap ghar wapis ja saktey hain,0
"Pakistan ki maa to teri maa hae, apni maa ko gali de rha he kanjar",1
kuch talaaqi randyaan ghair mulki NGOs se paisay le ker pakistan ka naam badnaam ker rahi hein,1
aap hi hamari aakhri umeed ho bhayya,0
mera hayal hai tumy dimag ka istemaal kernay ki zrurat hai ahmeq aurat,1
ye aurat chand gutter dimagh mardon ke kamon ki wajah se sab ko bura bhala keh rahi hai,1
achai ya burai ka taluk jins se nai insanyat se hota hai,0
har maslay ka hal ye hai ke jo bhi ghalat karey usey saza de ker misaal bana dena chaheay,0
Allah bas pakistani shehri per meherbaan hotay hein,1
irani general ko amreeki sadar ke hukam per nishana banaya gaya,0
tum apni hi derh eent ki masjid bna k khud ko bht bara sahafi show krty rehty ho,0
koi mujhe bta sakta hai k aurat k leay konsa mulk sab se zeyada mehfooz hai,0
khuda ke wastey aurat card istemaal karna chor do ab,1
is kutia ko to main aaj btata hun na achay se,1
itni seyani kab se ho gai ho tum,0
bara bahadur hai na to gaand se akhrot to tor k dikha zara,1
wo randiyan jo pakistan mai mehfooz nahi hein mulk chor ker ja sakti hein,1
idaaron ke corrupt honay ki wajah se se mujhe lagat ahi ke is mulk mai koi bhi mehfooz nahi hai,0
ab to tujhy meray sath beth kr film dekhni paray gi,0
ajeeb kuttay ke bachay hain ye media walay,1
bhenchodo jb bachay smbhal nahi sktay toh paida q krtay ho,1
intihai koi ghtyaa or randi ka bacha hai tu zaidi,1
guys jab dulhan ki suhag rat hoti hai to wo sara time makeup utarne or bal sahi karne me hi guzar deti hogi to sex kab hota hoga?,0
lahori allah taala ki eik alag makhlooq hein,0
tera baap to teri maa ke yaar modi ko ghar bulata hai,1
patwari hotay hi khinzeer ki olaad hain,1
apki takleef dour kernay ke liye mai kuch bhi ker sakta hun,0
ab dar ye hai ke log dobara pakistan main na dakhil ho jayen,0
"maa behen ke baare me abhi tk baat nhi ki, jab shuru krunga to bol nahi payega tu samjha kya chuteyay",1
aaj kal hamari awaz apney mulk mai bhi nahi suni ja rahi,0
agar ye kutia meri zindagi mein na aye hoti to aaj main london mein betha eyashi ker raha hota,1
kab meray ghar aur zindagi se dafa ho rahi hai kanjari?,1
tarjumay se quran parho to maloom ho jaye ga ke ye baat quran mai mojood hai,0
 ni ab to jo marzi ho jay shaadi tum say he karna hai,0
 itni syani kb sy ho gai tum😂😂,0
rt : khubsurat larkion ki arrange marriage kiu hotti ha😕😪,0
koi issue nhi . ban jao bhen meri 😊,0
maybe waha ata ha jaha koi umeed ho.....  jaha umeed khatam ho jy tw bs 🙂💔,0
 wo kya hota h,0
oh i thought mere pas tum ho wala danish he #askdanish,0
16.7k followers ho chuke hyn apke filhal usi se guzara kren mera chota acount hy isko promote kr dyn allah apko uska ajr e azeem dyn gy😀😂😃,0
sabko fallow kia huwa hi ab mera name b list main daal day naa,0
   hahahahahaha mian sb malike kul is party k,0
ye kya baate hori haiii !! i cant tell youu!! gandi gandi baate kar rahe hai vishal shefali himanshi sana aur sid!! 😂😭🤣  #sidnaaz #bb13,0
  okay badi di. aapse baat karke aacha laga. i'm sorry for earlier replies.🤗,0
"with no offense, i believe ""mery zindage, mery marzy"" would've been a much better slogan for the aurat march than ""mera jisam, mery marzy"". it could've changed the dynamics all together. #werejectmerajismmerimrzi",0
   😂😂 the way sana saying in typical punjabi tone- “app sharma rhe ho na? sharma rhe hai”😂😂😂,0
nae ma jab tak charsi say karahi khaa aown ga,0
"ap jesy loag hoty hain jin py eventually saleebi or yahoodi foujein a k qabiz ho jati hain aur phir woh or unki naslein aany wali kai sadiyon tk azadi ki jang larty rehti hain aur apny pyaron ko ""liberal democrats"" k hathon zibaah hoty dekhti rehti hain.",0
emeen walo say dushmani aur nafrat mien aik tu yahoodi hon gai aur dosray wo jo khula shirk(idol worshiping) kertay hien surah al maida verse 82. es ayat ko samjho bohat simple hai aur gumrahi say niklo allah hidayat da sub ko,0
tum ny bhi dekh hi li akhir..😂😂,0
apke fikr ha baki sb mera kam hai😋😋,0
ek din ayaagaa hisaab lyngaa in zalimona se,0
  waah... phir to lazmi kisi hoor sy chakar chl rha hoga😜koi tips ee bta do😕,0
"there is no shia , sunni , christian , ahmedi , hindu or sikh in pakistan army .  there are only pakistanis !!!",0
 acha hy allah sb ko sahe salaamat rkhy aur apni hifz o amaan ma rakhy. ameen,0
 bhai rw wale troll kar denge rahne de politics😂😂,0
 bhai g wo 100 rupiya sadka nikla ha.... kbhi ap ne sadka diya tw hoga nhi na 😂,0
  sahi. me ne kisi k tweet ko rt kia tha...,0
 wo to me hn hi😌,0
 oh sorry tumhari tweet thi main ny dekha nhi..🤐,0
  aap bhi patri se uttar gae,0
    ary asy sab k samny ni smjhaty smjh jaty hen khd hi,0
 sab kuch bta doun? best friend bana loun???😌,0
 maqsad ka pata hai to khamosh rahain mohtarma.,0
    wessy mention to aap ko krna chahiye tha 😂😂,0
 ye real beauti hai ya filter beauty hai,0
nazar thik he to maha ka name liya tha 😂😂,0
"police don't give a shit in students politics, police tab active hoti hai jab ek do mar jatay hain.",0
rt : ant: i'm slow snail: no i'm slow tortoise: i'm slowest  ptcl: rishte main tou hm tumhare baap lagte hain.,0
 ho hi na jao tum..😒,0
 ussa yaqeen hi nai aa rha tha ka ma suna sakta ho 😂 uss na jazbati ho ka 3no suni mera sa 😂,0
 to fast ko face karna tha na ☹️☹️🥺🥺😥😂,0
aap bh burhapy mn jaky karna,0
    fahad bhai ny aj tak jhoot nhi bola or har kisi ki apni raye ha ok to is ma fahad bhai ko blame mat karo fahad bhai ny apni raye di ha 😒,0
 sehat ka kuch pata nahi hota kab kharab ho jaye 😜,0
 pata hi nhi tha mujhy..😒,0
 😂😂😂😂😂😂 meri baat mujh pe 😂😂😂😂,0
rt : main kaun kesi shahzade ke dil se khelon main tu khud ek shahzade ki behen ho 🙊🙂😌,0
  obviously main ny badla kiya hai..😌,0
 kaya baat bai zindagi tu sirf inko hi apni aziz hy baki awam jain bhaar mein.,0
hero of islam jis na allah ka quran jalana waly ko sabaq sekhaya norway main ik yahoodi na jab quran pak ko jalana ki koshesh ki to is nojwan muslman na isa ondy hatho liya dua han allah pak is nojwan ko dono jahano ki kamyabi ata farmay.or is gustakh ko nast o nabod kary ameen,0
 js ny bat hi na ki ho wo kia likhy #lrki,0
 han song hai mujhy pata hai..lakin tum ny mujhy yahi dedicate kiya hai na..k main tumhari mumi ko passand nhi hun..😔,0
 phr tu tmko tension lene ki zarorat nii,0
 hahahah rameen api pata nahi kahin parha tha id remember. khet ap keh rhi hyn thik hi hoga 🙊😂,0
 khushi ki baat ha but implement kabhi nhi hoga sara kaam hi astaghfirullah sood par ho raha ha😥,0
 ye satu kya hota hai wese,0
peshawari akhrot to main mou sy tor leti,0
of course kb check krne aa rhi aap cellphone,0
sana aunty ab to bas kardo our kitna liberal hona hai tumko????  apne abba nawaz cha-cha zardari k bare men tumhari zuban band ho jati hai poora pakistan girvi rakwa deya economy ka bera gharaq qarzo men lepti kia kuch nhi keya pakistan k sath tere saigon ne??  ab bas krdo,0
"in a world full of ""dost dost na raha"" be someone's ""tere jaisa yaar kahan"" ♥",0
 issi liye sad songs sun rahi hun,0
apny hi hn na😂😂😁 cast b same ha,0
"bhai sahb ,ye kis line main aagaye aap😂",0
 to phir aap bill pay ker k lai jain!,0
 ankhon kay neechay halkay bata rahay hain teri guzri raat ka afsana😂😂😂😂,0
in students ko wapis tou le aain lekin do we have the facility to diagnose or treat this virus? can we stop it from spreading? do you want it to spread in pakistan? they have a better chance if they stay there until a vaccine is made. ,0
"i'm not sure how the state of pakistan would perceive/recognise hijra who have sex with each other.  either way your question is like 'does the state of pakistan tolerate gay [insert religion], yes or no?'  sexuality and beliefs are different things (yes, gi is a belief)",0
rt : #asim 2 #shehnazgill :- mujhe mere baap n pathar ka bnaya h in baato se m hurt nahi hota.  me:- then why u were showing ever,0
kia cheez ho aap log 🤣,0
"unfortunatly majority muslims believe reading quraan is personal matter but no one""other than muslims"" can touch or disrespect ""their qura,an""meaning thereby  ""the muslims""monoplise relegion and they do whatever they like,in routine they burn masques and qura,an in ahmadiya mosques",0
 smjh to agai thi mjhy,0
 kuch nii hum ne kyaa chahna,0
"rt : aaj mera net ""lehnga"" pehn ke chl raha ha 🌚",0
 ab toh main ny sari zindagi follow back nhi karun ge..😏,0
 ngtivity phelana bnd kren.. fitna or fasaad phelana ahl e bait or un se mhbt krny walon ka kaam ni hai,0
mry dil pr churita chalti ha jb tm asa krti,0
  haha aqal sy bahir h baat 🤦‍♀️,0
"lkn is case me to pori qoam youth hi nangi hojyegi😂😂 yahoodi funds.. raw fund, ahmadi funds, yaadyani fund. pti ki tabdeeli ka satiya nas hone ja rha hai. i am so excited 💖 kb wo din ayega k jb pti ka berha ghark hoga🇵🇰 phr nawaz ayega 4thi bar💖 ek wari fir sherrrrr💖💖💖",0
mn bhi jaon ga..😯😏😁,0
hats-off to the fellow commuters for standing up to anti-semitic abuse.  musalman yahoodi bhai bhai.,0
"rt : main to nagar haath ke moongfali told leta, air akhrot bhi",0
 asmi azhar tu apka crush hy na 🤣🤣🤣🤣,0
         spelling tu theek kr lo ya phir seedha seedha #bhalu ko declare kar do king ye overacting ki kia zrorat hy 😏😏,0
 yeh to cheating ho gi na mene itni duae mangi thi harr jy,0
why am i so akhrot? parh parh kay sab ko parha parha kay paper dekh kay aisy lagta jasay kabhi kuch parha hi nai,0
 behn ji kyu aap hazrat un cheezo mai parh rahy hai jinky sath taluq hi nhi ha auratmarch ka. plz aagy peechy study kren islam ko b study kren sirf social media pe bewakoof na banny.  kia apko lgta pakistan mai aurt ko wo haqoq mily ha jo islam ny diye hai....?????,0
 shkr kro abhi kuch bola nai🤣🤣,0
    ok wo madarsa ka us ko choro  what is international media saying about your economy and #rssterrorists  government and your economy crisis,0
 ma nai ap ny roona 🙄,0
 isi liye keh rhi within week jaky ly ana,0
rt :  aaree... baap re kyya baat hai ji...😀😀,0
"zulfo ko koi sawarta ha, kismat ko bhi sawar sakte ha",0
"yahoodi agents ko paise miltay hay, suna hai. humara paisa kaha hay?",0
"poblem with the 'randi bhadwi' joke format is that one can only be either of the two as the two jobs are on the same spectrum but mutually exclusive. sex workers do not possess autonomy over their own bodies, unfortunately. if only they weren't pimped, trafficking would decrease.",0
 abb keya chut girnay ka intazaar hoga ya jab university of peshawar ke terah her adara apni salary bund kurwa layga tab hosh aye ga,0
#dgispr yes great dg sab ,0
kuch loog dekh rhy 🤫🤫🤫🤫🤫,0
"dear sister i can see you are lacking in basic arabic but for your kindest information it means ""jhoton pa allah ki laanat ho"" :d",0
 he is just kidding  sana ka name v liya na  not only asim  so just chill,0
   teri bat nai ho rhi,0
 mere pass tum ho,0
bhai chod do oo dummy home minister hai poora uska hair cm ke paas hai,0
  no. mein ne 3 saal pehle mixtard leni start ki. 550 ki thi. abhi last month 670 ki li hai,0
aik to ap sedhi bat ko b nagetive hi lati ho phly hi kha tha positive lo r nazar aa rha ha miner kon la rha ma ya ap,0
at least apke dost toh hain na.. idhr toh saare snake's🙄,0
 apki commentary program se b zyada intrusting hai... 😂😂,0
  ye tou ho ga ab 😀😀,0
 ma nay socha mera alag sy kro gy shukria ada 🙄🙄antheme suntay hi bnd kr dia tha m ny to 😑,0
 hakoomat bhi too awam ke sath shughal hi kar rahi hai.,0
"hazrat hussain(r.a) ne irshad farmaya ""zulm k khilaf jitni der se awaz uthao gay utni qurbani dane paray gi""  pakistan ko kashmir mein zulm k khilaf awaz jald uthani chahiye",0
 ni 🙄 but u also have attitude,0
 meri wja sy tang ho na ma tang krrta ho 😔😔,0
 yar enjoy krny ka tareqa bna liya h sb ny bs,0
  kis bt ki shrm bhai 😐,0
kun tmhry dil ky neechy akhrot latak rhy hain ;),0
 nah main is barey main ap nhi bol raha ap koi motivational batao us pr baat krtey,0
khan mian sahib our khan ye bunder ,0
"bhai kon ho tum log kha s aate ho , tumhe pta bhi h barmer , jaisalmer, jodhpur k kuch areas ko chod de to khi pani ki prblm nhi h , rajasthan ka mtlb sukha nhi h ab aur na hi desert",0
how ahmdi's are muslims ? its a big debate  this offshoot only developed in 18th century?in europe someone claim to be jesus rebirth they roast him 🔥  🇨🇿 courts did it back in 2016. ahmadi's can be anything but not muslims.,0
agar hum khud books parh lein tou ye larai hi na rahey :)),0
maa k hukam par amal b to krna 😅,0
"murtaza the geo journalist got political assylum on ahmedi basis and was helped to get it by nawaz sharif, so what could you expect from him",0
   wo mehngy hoty kbhi kro to pata chly na😂,0
menuu bandr bana ditta 😒😒,0
 tmhen ghusa ana is acha ... that's it,0
 bas ab nazar na lage kisi ki  bahut hi ache lag rhe hai dono,0
ok kam sy kam gusal to garm pani sy ho ga sardi me😜😜😜,0
 such me gir pare  meri tarha kal main to seereon se gir gayi thi😢😢,0
chilgoza ka birthday sath ma pista akhrot or kaju b mlege na,0
in main sy koi bhi nahi—jo siasi party sath hay uska nam lay nahi sktay😋 ,0
rt : ager sara din light na ho tu gher main dekho.,0
 under19 jo 31 ko hoga us match ka squad to share kr dyein🙊,0
 sahi baat ha😬,0
mujy yakeen nai ab oehly load krrwo tb banao ga,0
 or supreme court ny nawaz shrif ku na aehal kaha uss k bary me kya khyal?,0
 apko nahi aaty?,0
mene dekha hai aur dekh b rha hon kmal ka hai,0
if you became a dermatologist apke dukan ache chalege,0
here a war began you need to strong and donot be foolish like 😂,0
 but sir tell me honestly ..koe to aisa medium hona chahye na to discuss politics ?? friends bnany k liye facebook hai na,0
sach kabhi chupay ni chupta,0
 ni ma fair & lovely use krti hun🙈,0
rt : hello guys ! hm kuch dost sunday ko aurat march k khilaf aur haya aur hijab k haq mey ek trend karen gay insha allah,0
 sab sahi bt hy,0
 tum ko koi sheram ya haya aati hia k nahi,0
kyun k muje isb bure team lgte ha ao ne wo select ki ..🙈🙈🙈🙈🙈😔🙃🙃🙃😜😜..,0
 abhe he achanak dekha hai kr doga yaar ya bhe koi baat hai jigar hai to apna ❤,0
 acha!! aur koi si multi talented daikh li apny?? 😂.,0
mujhe pata hai kon.hai woh celeb ha😂,0
 🙏🙏😂😂 baaz a jao bs tum 😑,0
  marna he better ha ..pehle kon si awam money se bhare bags rakhti thikhan ne wapis le lie?na shukri awam,0
  es ne to saf na krdi hn... ab u hi khilaa dy😔,0
 uss bicharey kaa bhi tou personal hai 😂😂,0
 nahi mere illwa 🙂,0
lagta feb me lahore ka ek chakkar lagne wala hai..,0
fav toh kardiya hai ab kitna fav hu yeh aap btaa de😅♥️,0
apke shikway sur ankhoon per,0
mard hu na mard mard,0
family me kisi bachay ne 1st position le li to azaab ham jese mediocre bachon pe ajata hai :(,0
nhi wo sab mene apni jaibon me rkhe han ajkal😀,0
   aneen tum b hamysha khush raho🌺,0
 9 minutes + ka promo hai voot app pe dekho,0
